Model,Train_R2,Test_R2,Train_RMSE,Test_RMSE,Train_MAE,Test_MAE,CV_Mean_R2,CV_Std_R2,MAPE,Within_1000,Within_2000,Within_5000
Linear Regression,0.8250228065576466,0.8324445130041918,5114.798510319162,4711.488482178186,3096.9639677022756,2808.382138343618,0.8192500361113467,0.07845909705863668,28.296358794979408,31.716417910447763,62.31343283582089,85.82089552238806
